sid	school_name	display_name	nickname	alias	almanac_name	stubhub_name	cid	division_cid	location	head_coach	off_coord	def_coord	primary_color	alt_color	sec_color	rss_query	domain	domain_title	ncaawiki_url	official_url	active_state	show_poster	school_id	ncaa_catid	checked_out	checked_out_time	published
513	Minnesota State-Moorhead	Minnesota State-Moorhead	Dragons	minnesotastate-moorhead	Minnesota State-Moorhead	Minnesota State-Moorhead	55	NULL	Moorhead, MN												0	0	0	51	0	0000-00-00 00:00:00	1
514	University of Mary	University of Mary	Marauders	universityofmary	Mary	University of Mary	55	NULL	Bismarck, ND												0	0	0	51	0	0000-00-00 00:00:00	1
515	Carleton	Carleton	Ravens	carleton	Carleton	Carleton	0	NULL	Ottawa, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
516	Fort Valley State	Fort Valley State	Wildcats	fortvalleystate	Fort Valley St.	Fort Valley State	59	NULL	Fort Valley, GA												0	0	0	51	0	0000-00-00 00:00:00	1
517	Catawba	Catawba	Indians	catawba	Catawba	Catawba	58	NULL	Salisbury, NC												0	0	0	51	0	0000-00-00 00:00:00	1
518	Western New Mexico	Western New Mexico	Mustangs	westernnewmexico	Western New Mexico	Western New Mexico	57	NULL	Silver City, NM												0	0	0	62	0	0000-00-00 00:00:00	1
519	Barton	Barton	Bulldogs	barton	Barton	Barton	89	NULL	Wilson, NC												0	0	0	51	0	0000-00-00 00:00:00	1
520	Guilford	Guilford	Quakers	guilford	Guilford	Guilford	51	NULL	Greensboro, NC												0	0	0	62	0	0000-00-00 00:00:00	1
521	St. Andrews Presbyterian	St. Andrews Presbyterian	Knights	standrewspresbyterian	St. Andrews	St. Andrews Presbyterian	89	NULL	Laurinburg, NC												0	0	0	51	0	0000-00-00 00:00:00	1
522	Wingate	Wingate	Bulldogs	wingate	Wingate	Wingate	58	NULL	Wingate, NC												0	0	0	51	0	0000-00-00 00:00:00	1
523	New York Tech	New York Tech	Bears	newyorktech	New York Tech	New York Tech	95	NULL	Old Westbury, NY				0070FF	FFDF00							0	0	0	51	0	0000-00-00 00:00:00	1
524	Montana State Billings	MSU Billings	Yellow Jackets	montanastatebillings	MSU Billings	Montana State Billings	49	NULL	Billings, MT												0	0	0	51	0	0000-00-00 00:00:00	1
525	OGBR All Stars	OGBR All Stars		OGBR All Stars	OGBR All Stars	OGBR All Stars	0	NULL	ogbrallstars												0	0	0	105	0	0000-00-00 00:00:00	1
526	Black Hills State	Black Hills State	Yellow Jackets	blackhillsstate	Black Hills State	Black Hills State	0	NULL	Spearfish, SD												0	0	0	61	0	0000-00-00 00:00:00	1
527	Stonehill	Stonehill	Skyhawks	stonehill	Stonehill	Stonehill	54	NULL	Easton, MA												0	0	0	51	0	0000-00-00 00:00:00	1
528	Briar Cliff	Briar Cliff	Chargers	briarcliff	Briar Cliff	Briar Cliff	0	NULL	Sioux City, IA												0	0	0	61	0	0000-00-00 00:00:00	1
529	Gannon	Gannon	Golden Knights	gannon	Gannon	Gannon	56	NULL	Erie, PA												0	0	0	51	0	0000-00-00 00:00:00	1
530	Trinity	Trinity	Tigers	trinity	Trinity	Trinity	86	NULL	San Antonio, TX												0	0	0	62	0	0000-00-00 00:00:00	1
532	Wooster	Wooster	Fighting Scots	wooster	Wooster	Wooster	51	NULL	Wooster, OH												0	0	0	62	0	0000-00-00 00:00:00	1
533	Ohio Valley	Ohio Valley	Fighting Scots	ohiovalley	Ohio Valley	Ohio Valley	60	NULL	Vienna, WV												0	0	0	51	0	0000-00-00 00:00:00	1
534	OGBM	OGBM		OGBM	OGBM	OGBM	0	NULL	ogbm												0	0	0	105	0	0000-00-00 00:00:00	1
535	Walsh	Walsh	Cavaliers	walsh	Walsh	Walsh	51	NULL	North Canton, OH												0	0	0	61	0	0000-00-00 00:00:00	1
536	Rogers State	Rogers State	Hillcats	rogersstate	Rogers State	Rogers State	51	NULL	Claremore, OK												0	0	0	61	0	0000-00-00 00:00:00	1
537	Oklahoma Flyers	Oklahoma Flyers		Oklahoma Flyers	Oklahoma Flyers	Oklahoma Flyers	0	NULL	oklahomaflyers												0	0	0	105	0	0000-00-00 00:00:00	1
538	Western Ontario	Western Ontario	Mustangs	westernontario	Western Ontario	Western Ontario	0	NULL	London, Ontario, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
539	District of Columbia	District of Columbia	Firebirds	districtofcolumbia	District of Columbia	District of Columbia	51	NULL	Washington, DC												0	0	0	51	0	0000-00-00 00:00:00	1
540	Cal State Monterey Bay 	Cal State Monterey Bay 	Otters	calstatemontereybay	Cal State Monterey Bay 	Cal State Monterey Bay 	88	NULL	Seaside, CA												0	0	0	51	0	0000-00-00 00:00:00	1
541	Melbourne Roos	Melbourne Roos		melbourneroos	Melbourne Roos	Melbourne Roos	0	NULL	Australia												0	0	0	105	0	0000-00-00 00:00:00	1
542	Chico State	Chico State	Wildcats	chicostate	Chico State	Chico State	88	NULL	Chico, CA												0	0	0	51	0	0000-00-00 00:00:00	1
543	California-Pennsylvania	California-Pennsylvania	Vulcans	california-pennsylvania	California (PA)	California-Pennsylvania	56	NULL	California, PA												0	0	0	51	0	0000-00-00 00:00:00	1
544	Bloomsburg	Bloomsburg	Huskies	bloomsburg	Bloomsburg	Bloomsburg	56	NULL	Bloomsburg, PA												0	0	0	51	0	0000-00-00 00:00:00	1
545	The Masters	The Masters	Mustangs	themasterscollege	The Masters	The Masters	51	NULL	Santa Clarita, CA												0	0	0	61	0	0000-00-00 00:00:00	1
546	San Diego Christian	San Diego Christian	Hawks	sandiegochristian	San Diego Christian	San Diego Christian	51	NULL	El Cajon, CA												0	0	0	61	0	0000-00-00 00:00:00	1
547	Cal State Los Angeles	Cal State L.A.	Golden Eagles	calstatelosangeles	Cal State L.A.	Cal State L.A.	88	NULL	Los Angeles, CA												0	0	0	51	0	0000-00-00 00:00:00	1
548	Ohio Legends	Ohio Legends		ohiolegends	Ohio Legends	Ohio Legends	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
549	Premier Players	Premier Players		Premier Players	Premier Players	Premier Players	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
550	Seton Hill	Seton Hill	Golden Griffiths	setonhill	Seton Hill	Seton Hill	60	NULL	Greensburg, PA												0	0	0	51	0	0000-00-00 00:00:00	1
551	La Roche	La Roche	Redhawks	laroche	La Roche	La Roche	51	NULL	Pittsburgh, PA												0	0	0	62	0	0000-00-00 00:00:00	1
552	George Fox	George Fox	Bruins	georgefox	George Fox	George Fox	51	NULL	Newberg, OR												0	0	0	62	0	0000-00-00 00:00:00	1
553	Concordia (OR)	Concordia (OR)	Cavaliers	concordiaoregon	Concordia (OR)	Concordia (OR)	51	NULL	Portland, OR												0	0	0	61	0	0000-00-00 00:00:00	1
554	Corban	Corban	Warriors	corbancollege	Corban	Corban	51	NULL	Salem, OR												0	0	0	61	0	0000-00-00 00:00:00	1
555	Eastern Oregon	Eastern Oregon	Mountaineers	easternoregon	Eastern Oregon	Eastern Oregon	51	NULL	La Grande, OR												0	0	0	61	0	0000-00-00 00:00:00	1
556	Linfield	Linfield	Wildcats	linfield	Linfield	Linfield	51	NULL	McMinnville, OR												0	0	0	62	0	0000-00-00 00:00:00	1
557	Huston-Tillotson	Huston-Tillotson	Golden Rams	huston-tillotson	Huston-Tillotson	Huston-Tillotson	0	NULL	Austin, TX												0	0	0	61	0	0000-00-00 00:00:00	1
558	Menlo	Menlo	Oaks	menlo	Menlo	Menlo	51	NULL	Atherton, CA												0	0	0	61	0	0000-00-00 00:00:00	1
560	Fairmount State	Fairmount State	Falcons	fairmountstate	Fairmont St.	Fairmount State	60	NULL	Fairmount, WV												0	0	0	51	0	0000-00-00 00:00:00	1
561	Saint Joseph's  (IN)	Saint Joseph's  (IN)	Pumas	saintjosephsindiana	Saint Joseph's  (Indiana)	Saint Joseph's  (Indiana)	87	NULL	Rensselaer, IN												0	0	0	51	0	0000-00-00 00:00:00	1
562	Iowa Wesleyan	Iowa Wesleyan	Tigers	iowawesleyan	Iowa Wesleyan	Iowa Wesleyan	51	NULL	Mt. Pleasant, MA												0	0	0	61	0	0000-00-00 00:00:00	1
563	Grand View	Grand View	Vikings	grandview	Grand View	Grand View	0	NULL	Des Moines, IA												0	0	0	61	0	0000-00-00 00:00:00	1
564	Houston Jaguars	Houston Jaguars		houstonjaguars	Houston Jaguars	Houston Jaguars	0	NULL	Houston, TX												0	0	0	105	0	0000-00-00 00:00:00	1
565	Olivet	Olivet	Comets	olivet	Olivet	Olivet	51	NULL	Olivet, MI												0	0	0	62	0	0000-00-00 00:00:00	1
566	Northwood (MI)	Northwood (MI)	Timberwolves	northwoodmi	Northwood (MI)	Northwood (MI)	48	NULL	Midland, MI												0	0	0	51	0	0000-00-00 00:00:00	1
567	Northwood (FL)	Northwood (FL)	Seahawks	northwoodfl	Northwood (FL)	Northwood (FL)	51	NULL	West Palm Beach, FL												0	0	0	61	0	0000-00-00 00:00:00	1
570	Northwood (TX)	Northwood (TX)	Knights	northwoodtx	Northwood (TX)	Northwood (TX)	51	NULL	Cedar Hill, TX												0	0	0	61	0	0000-00-00 00:00:00	1
571	UT-Brownsville/UT-Southmost	UT-Brownsville/UT-Southmost	Scorpions	texasbrownsvilletexassouthmost	UT-Brownsville/UT-Southmost	UT-Brownsville/UT-Southmost	51	NULL	Brownsville, TX												0	0	0	61	0	0000-00-00 00:00:00	1
572	Bethany	Bethany	Bruins	bethany	Bethany	Bethany	51	NULL	Scotts Valley, CA												0	0	0	61	0	0000-00-00 00:00:00	1
573	Notre Dame de Namur	Notre Dame de Namur	Argonauts	notredamedenamur	Notre Dame de Namur	Notre Dame de Namur	83	NULL	Belmont, CA												0	0	0	51	0	0000-00-00 00:00:00	1
574	Australian Showtime	Australian Showtime		australianshowtime	Australian Showtime	Australian Showtime	0	NULL	Australia												0	0	0	105	0	0000-00-00 00:00:00	1
575	Sonoma State	Sonoma State	Seawolves	sonomastate	Sonoma State	Sonoma State	88	NULL	Rohnert Park, CA												0	0	0	51	0	0000-00-00 00:00:00	1
576	Cal Poly Pomona	Cal Poly Pomona	Broncos	calpolypomona	Cal Poly Pomona	Cal Poly Pomona	88	NULL	Pomona, CA												0	0	0	51	0	0000-00-00 00:00:00	1
577	Redlands	Redlands	Bulldogs	redlands	Redlands	Redlands	51	NULL	Redlands, CA												0	0	0	62	0	0000-00-00 00:00:00	1
578	Cal State Dominguez Hills	Cal State Dominguez Hills	Toros	calstatedominguezhills	Cal State Dominguez Hills	Cal State Dominguez Hills	88	NULL	Carson, CA												0	0	0	51	0	0000-00-00 00:00:00	1
579	Vanguard	Vanguard	Lions	vanguard	Vanguard	Vanguard	51	NULL	Costa Mesa, CA												0	0	0	61	0	0000-00-00 00:00:00	1
580	Westmont	Westmont	Warriors	westmont	Westmont	Westmont	51	NULL	Santa Barbara, CA 												0	0	0	61	0	0000-00-00 00:00:00	1
581	Biola	Biola	Eagles	biola	Biola	Biola	51	NULL	La Mirada, CA												0	0	0	61	0	0000-00-00 00:00:00	1
582	California Baptist	Cal Baptist	Lancers	californiabaptist	California Baptist	California Baptist	51	NULL	Riverside, CA												0	0	0	61	0	0000-00-00 00:00:00	1
583	Love & Basketball	Love & Basketball		loveandbasketball	Love & Basketball	Love & Basketball	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
584	Team SRP	Team SRP		teamsrp	Team SRP	Team SRP	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
585	Carson-Newman	Carson-Newman	Eagles	carson-newman	Carson-Newman	Carson-Newman	58	NULL	Jefferson City TN 												0	0	0	51	0	0000-00-00 00:00:00	1
586	Montreat	Montreat	Cavaliers	montreat	Montreat	Montreat	51	NULL	Asheville, NC												0	0	0	61	0	0000-00-00 00:00:00	1
587	Belmont Abbey	Belmont Abbey	Crusaders	belmontabbey	Belmont Abbey	Belmont Abbey	89	NULL	Belmont, NC												0	0	0	51	0	0000-00-00 00:00:00	1
588	Lees-McRae	Lees-McRae	Bobcats	lees-mcrae	Lees-McRae	Lees-McRae	89	NULL	Banner Elk, NC												0	0	0	51	0	0000-00-00 00:00:00	1
589	Academy of Art	Academy of Art	Urban Knights	academyofart	Academy of Art	Academy of Art	83	NULL	San Francisco, CA												0	0	0	51	0	0000-00-00 00:00:00	1
590	Fort Lewis	Fort Lewis	Skyhawks	fortlewis	Fort Lewis	Fort Lewis	57	NULL	Durango, CO												0	0	0	51	0	0000-00-00 00:00:00	1
591	Mesa State	Mesa State	Mavericks	mesastate	Mesa St.	Mesa State	57	NULL	Grand Junction, CO												0	0	0	51	0	0000-00-00 00:00:00	1
592	Johnson & Wales	Johnson & Wales	Wildcats	johnsonwales	Johnson & Wales	Johnson & Wales	51	NULL	Denver, CO												0	0	0	61	0	0000-00-00 00:00:00	1
593	St. Mary's	St. Mary's	Rattlers	stmarys	St. Mary's	St. Mary's	93	NULL	San Antonio, TX												0	0	0	51	0	0000-00-00 00:00:00	1
594	Elmhurst 	Elmhurst	Blue Jays	elmhurst	Elmhurst	Elmhurst 	51	NULL	Elmhurst, IL												0	0	0	62	0	0000-00-00 00:00:00	1
595	North Park	North Park	Vikings	northpark	North Park	North Park	51	NULL	Chicago, IL												0	0	0	62	0	0000-00-00 00:00:00	1
596	McGill	McGill	Redmen	mcgill	McGill	McGill	51	NULL	Montreal, Quebec, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
597	Saint Michael's	Saint Michael's	Purple Knights	saintmichaels	Saint Michael's	Saint Michael's	54	NULL	Colchester, VT												0	0	0	51	0	0000-00-00 00:00:00	1
599	Shepherd	Shepherd	Rams	shepherd	Shepherd	Shepherd	60	NULL	Shepherdstown, WV												0	0	0	51	0	0000-00-00 00:00:00	1
600	DT3	DT3		DT3	DT3	DT3	0	NULL													0	0	0	105	0	0000-00-00 00:00:00	1
601	Mount Olive	Mount Olive	Trojans	mountolive	Mount Olive	Mount Olive	89	NULL	Mount Olive, NC 												0	0	0	51	0	0000-00-00 00:00:00	1
602	Monmouth (IL)	Monmouth (IL)	Fighting Scots	monmouthil	Monmouth (IL)	Monmouth (IL)	51	NULL	Monmouth, IL												0	0	0	62	0	0000-00-00 00:00:00	1
603	Eureka	Eureka	Red Devils	eureka	Eureka	Eureka	51	NULL	Eureka, IL												0	0	0	62	0	0000-00-00 00:00:00	1
604	LCC International	LCC International	Moose	lccinternational	LCC International	LCC International	0	NULL	Harrisonburg, VA												0	0	0	105	0	0000-00-00 00:00:00	1
605	Campbellsville	Campbellsville	TIgers	campbellsville	Campbellsville	Campbellsville	51	NULL	Campbellsville, KY												0	0	0	61	0	0000-00-00 00:00:00	1
606	Bellarmine	Bellarmine	Knights	bellarmine	Bellarmine	Bellarmine	87	NULL	Louisville, KY												0	0	0	51	0	0000-00-00 00:00:00	1
607	Averett	Averett	Cougars	averett	Averett	Averett	51	NULL	Daville, VA												0	0	0	62	0	0000-00-00 00:00:00	1
608	Columbia Union	Columbia Union	Pioneers	columbiaunion	Columbia Union	Columbia Union	51	NULL	Takoma Park, MD												0	0	0	51	0	0000-00-00 00:00:00	1
609	Wisconsin-River Falls	UW-River Falls	Falcons	wisconsin-riverfalls	Wisconsin-River Falls	Wisconsin-River Falls	109	NULL	River Falls, WI												0	0	0	62	0	0000-00-00 00:00:00	1
610	Augustana	Augustana	Vikings	augustana	Augustana	Augustana	55	NULL	 Sioux Falls, SD												0	0	0	51	0	0000-00-00 00:00:00	1
611	Rollins	Rollins	Tars	rollins	Rollins	Rollins	108	NULL	Winter Park, FL												0	0	0	51	0	0000-00-00 00:00:00	1
612	Winona State	Winona State	Warriors	winonastate	Winona State	Winona State	55	NULL	Winona, MN												0	0	0	51	0	0000-00-00 00:00:00	1
613	Wisconsin-Eau Claire	UW-Eau Claire	BluGold	wisconsin-eauclaire	Wisconsin-Eau Claire	Wisconsin-Eau Claire	109	NULL	Eau Claire, WI												0	0	0	62	0	0000-00-00 00:00:00	1
614	Wisconsin-Whitewater	UW-Whitewater	Warhawks	wisconsin-whitewater	Wisconsin-Whitewater	Wisconsin-Whitewater	109	NULL	Whitewater, WI												0	0	0	62	0	0000-00-00 00:00:00	1
615	Milwaukee School of Engineering	MSOE	Raiders	msoe	MSOE	Milwaukee School of Engineering	110	NULL	Milwaukee, WI												0	0	0	62	0	0000-00-00 00:00:00	1
616	Wisconsin-Parkside	UW-Parkside	Rangers	wisconsin-parkside	Wisconsin-Parkside	Wisconsin-Parkside	87	NULL	Rangers												0	0	0	51	0	0000-00-00 00:00:00	1
617	MIT	MIT	Engineers	mit	MIT	MIT	51	NULL	Cambridge, MA												0	0	0	62	0	0000-00-00 00:00:00	1
618	Lock Haven	Lock Haven	Bald Eagles	lockhaven	Lock Haven	Lock Haven	56	NULL	Lock Haven, PA												0	0	0	51	0	0000-00-00 00:00:00	1
619	Allegheny	Allegheny	Gators	allegheny	Allegheny	Allegheny	51	NULL	Meadville, PA												0	0	0	62	0	0000-00-00 00:00:00	1
620	Slippery Rock	Slippery Rock	The Rock	slipperyrock	Slippery Rock	Slippery Rock	56	NULL	Slippery Rock, PA												0	0	0	51	0	0000-00-00 00:00:00	1
621	Wayne State (MI)	Wayne State (MI)	Warriors	waynestatemi	Wayne State (MI)	Wayne State (MI)	48	NULL	Detroit, MI												0	0	0	51	0	0000-00-00 00:00:00	1
622	Seattle Pacific	Seattle Pacific	Falcons	seattlepacific	Seattle Pacific	Seattle Pacific	49	NULL	Seattle. WA												0	0	0	51	0	0000-00-00 00:00:00	1
623	BYU-Hawaii	BYU-Hawaii	Seasiders	byu-hawaii	BYU-Hawaii	BYU-Hawaii	83	NULL	Laie, HI												0	0	0	51	0	0000-00-00 00:00:00	1
624	Wheeling Jesuit	Wheeling Jesuit	Cardinals	wheelingjesuit	Wheeling Jesuit	Wheeling Jesuit	60	NULL	Wheeling, WV												0	0	0	51	0	0000-00-00 00:00:00	1
625	West Liberty State	West Liberty State	Hilltoppers	westlibertystate	West Liberty State	West Liberty State	60	NULL	West Liberty, WV												0	0	0	51	0	0000-00-00 00:00:00	1
626	Pitt-Johnstown	Pitt-Johnstown	Panthers	pittjohnstown	Pitt-Johnstown	Pitt-Johnstown	60	NULL	Johnstown, PA												0	0	0	51	0	0000-00-00 00:00:00	1
627	Davis & Elkins	Davis & Elkins	Senators	daviselkins	Davis & Elkins	Davis & Elkins	60	NULL	Elkins, WV												0	0	0	51	0	0000-00-00 00:00:00	1
628	Concord	Concord	Mountain Lions	concord	Concord	Concord	60	NULL	Athens, WV												0	0	0	51	0	0000-00-00 00:00:00	1
629	Charleston	Charleston	Golden Eagles	charleston	Charleston (WV)	Charleston	60	NULL	Charleston, WV												0	0	0	51	0	0000-00-00 00:00:00	1
630	Bluefield State	Bluefield State	Big Blues	bluefieldstate	Bluefield State	Bluefield State	60	NULL	Bluefield, WV												0	0	0	51	0	0000-00-00 00:00:00	1
631	Abilene Christian	Abilene Christian	Wildcats	abilenechristian	Abilene Christian	Abilene Christian	52	NULL	Abilene, TX												0	0	0	51	0	0000-00-00 00:00:00	1
632	Adelphi	Adelphi	Panthers	adelphi	Adelphi	Adelphi	95	NULL	Garden City, NY												0	0	0	51	0	0000-00-00 00:00:00	1
633	Albany State	Albany State	Rams	albanystate	Albany State	Albany State	59	NULL	Albany, GA												0	0	0	51	0	0000-00-00 00:00:00	1
634	Alderson-Broaddus	Alderson-Broaddus	Battlers	alderson-broaddus	Alderson-Broaddus	Alderson-Broaddus	60	NULL	Philippi, WV												0	0	0	51	0	0000-00-00 00:00:00	1
635	Anderson	Anderson	Trojans	anderson	Anderson	Anderson	89	NULL	Anderson, SC												0	0	0	51	0	0000-00-00 00:00:00	1
636	Arkansas Tech	Arkansas Tech	Wonder Boys	arkansastech	Arkansas Tech	Arkansas Tech	50	NULL	Russellville, AR												0	0	0	51	0	0000-00-00 00:00:00	1
637	Armstrong Atlantic State	Armstrong Atlantic State	Pirates	armstrongatlanticstate	Armstrong Atlantic State	Armstrong Atlantic State	90	NULL	Savannah, GA												0	0	0	51	0	0000-00-00 00:00:00	1
638	Ashland	Ashland	Eagles	ashland	Ashland	Ashland	48	NULL	Ashland, OH												0	0	0	51	0	0000-00-00 00:00:00	1
639	Augusta State	Augusta State	Jaguars	augustastate	Augusta State	Augusta State	90	NULL	Augusta, GA												0	0	0	51	0	0000-00-00 00:00:00	1
640	Barry	Barry	Buccaneers	barry	Barry	Barry	108	NULL	Miami Shores, FL												0	0	0	51	0	0000-00-00 00:00:00	1
641	Bloomfield	Bloomfield	Deacons	bloomfield	Bloomfield	Bloomfield	105	NULL	Bloomfield, NJ												0	0	0	51	0	0000-00-00 00:00:00	1
642	Brevard	Brevard	Tornados	brevard	Brevard	Brevard	58	NULL	Brevard, NC												0	0	0	51	0	0000-00-00 00:00:00	1
643	Bridgeport	Bridgeport	Purple Knights	bridgeport	Bridgeport	Bridgeport	95	NULL	Bridgeport, CT												0	0	0	51	0	0000-00-00 00:00:00	1
644	Caldwell	Caldwell	Cougars	caldwell	Caldwell	Caldwell	105	NULL	Caldwell, NJ												0	0	0	51	0	0000-00-00 00:00:00	1
645	UC San Diego	UC San Diego	Tritons	ucsandiego	UC San Diego	UC San Diego	88	NULL	San Diego, CA												0	0	0	51	0	0000-00-00 00:00:00	1
646	Cal State San Bernardino	Cal State San Bernardino	Coyotes	calstatesanbernardino	Cal State San Bernardino	Cal State San Bernardino	88	NULL	San Bernardino, CA												0	0	0	51	0	0000-00-00 00:00:00	1
647	Cal State Stanislaus	Cal State Stanislaus	Warriors	calstatestanislaus	Cal State Stanislaus	Cal State Stanislaus	88	NULL	Turlock, CA												0	0	0	51	0	0000-00-00 00:00:00	1
648	Cameron	Cameron	Aggies	cameron	Cameron	Cameron	52	NULL	Lawton, CA												0	0	0	51	0	0000-00-00 00:00:00	1
649	Central Missouri	Central Missouri	Mules	centralmissouri	Central Missouri St	Central Missouri	53	NULL	Warrensburg MO												0	0	0	51	0	0000-00-00 00:00:00	1
650	Central Oklahoma	Central Oklahoma	Bronchos	centraloklahoma	Central Oklahoma	Central Oklahoma	52	NULL	Edmond, OK												0	0	0	51	0	0000-00-00 00:00:00	1
651	Chadron State	Chadron State	Eagles	chadronstate	Chadron State	Chadron State	57	NULL	Chadron, NE												0	0	0	51	0	0000-00-00 00:00:00	1
652	Chestnut Hill	Chestnut Hill	Griffins	chestnuthill	Chestnut Hill	Chestnut Hill	105	NULL	Philadelphia, PA												0	0	0	51	0	0000-00-00 00:00:00	1
653	Cheyney	Cheyney	Wolves	cheyney	Cheyney	Cheyney	56	NULL	Cheyney, PA												0	0	0	51	0	0000-00-00 00:00:00	1
654	Christian Brothers	Christian Brothers	Buccaneers	christianbrothers	Christian Brothers	Christian Brothers	50	NULL	Memphis, TN												0	0	0	51	0	0000-00-00 00:00:00	1
655	Clarion	Clarion	Eagles	clarion	Clarion	Clarion	56	NULL	Clarion, PA												0	0	0	51	0	0000-00-00 00:00:00	1
656	Clayton State	Clayton State	Lakers	claytonstate	Clayton State	Clayton State	90	NULL	Morrow, GA												0	0	0	51	0	0000-00-00 00:00:00	1
657	Coker	Coker	Cobras	cokercollege	Coker	Coker	89	NULL	Hartsville, SC												0	0	0	51	0	0000-00-00 00:00:00	1
658	Colorado-Colorado Springs	UC-Colorado Springs	Mountain Lions	colorado-coloradosprings	Colorado-Colorado Springs	Colorado-Colorado Springs	57	NULL	Colorado Springs, CO												0	0	0	51	0	0000-00-00 00:00:00	1
659	Colorado Christian	Colorado Christian	Cougars	coloradochristian	Colorado Christian	Colorado Christian	57	NULL	Lakewood, CO												0	0	0	51	0	0000-00-00 00:00:00	1
660	Colorado School of Mines	Colorado School of Mines	Orediggers	coloradoschoolofmines	Colorado School of Mines	Colorado School of Mines	57	NULL	Golden, CO												0	0	0	51	0	0000-00-00 00:00:00	1
663	Colorado State-Pueblo	CSU-Pueblo	Thunderwolves	coloradostate-pueblo	Colorado St.-Pueblo	Colorado State-Pueblo	57	NULL	Pueblo, CO												0	0	0	51	0	0000-00-00 00:00:00	1
664	Columbus State	Columbus State	Cougars	columbusstate	Columbus State	Columbus State	90	NULL	Columbus, GA												0	0	0	51	0	0000-00-00 00:00:00	1
665	Concordia-Saint Paul	Concordia-Saint Paul	Golden Bears	concordia-saintpaul	Concordia-Saint Paul (MN)	Concordia-Saint Paul	55	NULL	Saint Paul, MN												0	0	0	51	0	0000-00-00 00:00:00	1
666	Concordia (NY)	Concordia (NY)	Clippers	concordiany	Concordia (NY)	Concordia (NY)	105	NULL	Bronxville, NY												0	0	0	51	0	0000-00-00 00:00:00	1
667	Converse	Converse	Valkyries	converse	Converse	Converse	89	NULL	Spartanburg, SC												0	0	0	51	0	0000-00-00 00:00:00	1
668	Delta State	Delta State	Statesmen	deltastate	Delta State	Delta State	50	NULL	Cleveland, MS												0	0	0	51	0	0000-00-00 00:00:00	1
669	Dominican (CA)	Dominican (CA)	Penguins	dominicanca	Dominican (CA)	Dominican (CA)	83	NULL	San Rafael, CA 												0	0	0	51	0	0000-00-00 00:00:00	1
670	Dominican (NY)	Dominican (NY)	Chargers	dominicanny	Dominican (NY)	Dominican (NY)	105	NULL	Orangeburg, NY												0	0	0	51	0	0000-00-00 00:00:00	1
671	Dowling	Dowling	Golden Lions	dowling	Dowling	Dowling	95	NULL	Oakdale, NY												0	0	0	51	0	0000-00-00 00:00:00	1
672	Drury	Drury	Panthers	drury	Drury	Drury	87	NULL	Springfield, MO												0	0	0	51	0	0000-00-00 00:00:00	1
673	East Stroudsburg	East Stroudsburg	Warriors	eaststroudsburg	East Stroudsburg	East Stroudsburg	56	NULL	East Stroudsburg, PA												0	0	0	51	0	0000-00-00 00:00:00	1
674	Eastern New Mexico	Eastern New Mexico	Greyhounds	easternnewmexico	Eastern New Mexico	Eastern New Mexico	52	NULL	Portales, NM												0	0	0	51	0	0000-00-00 00:00:00	1
675	Eckerd	Eckerd	Tritons	eckerd	Eckerd	Eckerd	108	NULL	St. Petersburg, FL												0	0	0	51	0	0000-00-00 00:00:00	1
676	Elizabeth City State	Elizabeth City State	Vikings	elizabethcitystate	Elizabeth City State	Elizabeth City State	47	NULL	Elizabeth City, NC												0	0	0	51	0	0000-00-00 00:00:00	1
677	Emporia State	Emporia State	Hornets	emporiastate	Emporia State	Emporia State	53	NULL	Emporia, KS												0	0	0	51	0	0000-00-00 00:00:00	1
678	Erskine	Erskine	Fighting Fleet	erskine	Erskine	Erskine	89	NULL	Due West, SC												0	0	0	51	0	0000-00-00 00:00:00	1
679	Felician	Felician	Golden Falcons	felician	Felician	Felician	105	NULL	Rutherford, NJ												0	0	0	51	0	0000-00-00 00:00:00	1
680	Flagler	Flagler	Saints	flagler	Flagler	Flagler	90	NULL	St. Augustine, FL												0	0	0	51	0	0000-00-00 00:00:00	1
681	Florida Tech	Florida Tech	Panthers	floridatech	Florida Tech	Florida Tech	108	NULL	Melbourne, FL												0	0	0	51	0	0000-00-00 00:00:00	1
682	Florida Southern	Florida Southern	Mocs	floridasouthern	Florida Southern	Florida Southern	108	NULL	Lakeland, FL												0	0	0	51	0	0000-00-00 00:00:00	1
683	Fort Hays State	Fort Hays State	Tigers	forthaysstate	Fort Hays St.	Fort Hays State	53	NULL	Hays, KS												0	0	0	51	0	0000-00-00 00:00:00	1
684	Francis Marion	Francis Marion	Patriots	francismarion	Francis Marion	Francis Marion	90	NULL	Florence, SC												0	0	0	51	0	0000-00-00 00:00:00	1
685	Franklin Pierce	Franklin Pierce	Ravens	franklinpierce	Franklin Pierce	Franklin Pierce	54	NULL	Rindge, NH												0	0	0	51	0	0000-00-00 00:00:00	1
686	Georgian Court	Georgian Court	Lions	georgiancourt	Georgian Court	Georgian Court	105	NULL	Lions												0	0	0	51	0	0000-00-00 00:00:00	1
