sid	school_name	display_name	nickname	alias	almanac_name	stubhub_name	cid	division_cid	location	head_coach	off_coord	def_coord	primary_color	alt_color	sec_color	rss_query	domain	domain_title	ncaawiki_url	official_url	active_state	show_poster	school_id	ncaa_catid	checked_out	checked_out_time	published
1019	Olivet Nazarene	Olivet Nazarene	Tigers	olivetnazarene	Olivet Nazarene	Olivet Nazarene	0	NULL	Bourbonnais, IL												0	0	0	61	0	0000-00-00 00:00:00	1
1020	Berea	Berea	Mountaineers	berea	Berea	Berea	0	NULL	Berea, KY												0	0	0	61	0	0000-00-00 00:00:00	1
1021	University of Alberta	University of Alberta	Golden Bears	universityofalberta	University of Alberta	University of Alberta	0	NULL	Edmonton, Alberta, Canada												0	0	0	107	0	0000-00-00 00:00:00	1
1022	New York Mets	NY Mets		newyorkmets	New York Mets	New York Mets	0	NULL	Flushing Meadows, NY												0	0	0	105	0	0000-00-00 00:00:00	1
1023	Champions Baptist	Champions Baptist	Tigers	championsbaptist	Champions Baptist	Champions Baptist	0	NULL	Hot Springs, AR												0	0	0	138	0	0000-00-00 00:00:00	1
1024	Dallas Christian	Dallas Christian	Crusaders	dallaschristian	Dallas Christian	Dallas Christian	0	NULL	Dallas, TX												0	0	0	138	0	0000-00-00 00:00:00	1
1025	Belhaven	Belhaven	Blazers	belhaven	Belhaven	Belhaven	0	NULL	Jackson, MS												0	0	0	61	0	0000-00-00 00:00:00	1
1026	Emory	Emory	Eagles	emory	Emory	Emory	0	NULL	Druid Hills, GA												0	0	0	62	0	0000-00-00 00:00:00	1
1027	The Apprentice School	The Apprentice School	Builders	theapprenticeschool	The Apprentice School	The Apprentice School	0	NULL	Newport News, VA												0	0	0	105	0	0000-00-00 00:00:00	1
1028	Mid-Continent	Mid-Continent	Cougars	mid-continent	Mid-Continent	Mid-Continent	0	NULL	Mayfield, KY												0	0	0	61	0	0000-00-00 00:00:00	1
1029	Oglethorpe	Oglethorpe	Eagles	oglethorpe	Oglethorpe	Oglethorpe	86	NULL	Atlanta, GA												0	0	0	62	0	0000-00-00 00:00:00	1
1030	Washington (MO)	Washington (MO)	Bears	washingtonmo	Washington (MO)	Washington (MO)	0	NULL	St. Louis, MO												0	0	0	62	0	0000-00-00 00:00:00	1
1031	Florida Memorial	Florida Memorial	Lions	floridamemorial	Florida Memorial	Florida Memorial	0	NULL	Miami Gardens, FL												0	0	0	61	0	0000-00-00 00:00:00	1
1032	Nova Southeastern	Nova Southeastern	Sharks	novasoutheastern	Nova Southeastern	Nova Southeastern	108	NULL	Fort Lauderdale, FL												0	0	0	51	0	0000-00-00 00:00:00	1
1033	University of Chicago	University of Chicago	Maroons	universityofchicago	University of Chicago	University of Chicago	0	NULL	Chicago, IL												0	0	0	62	0	0000-00-00 00:00:00	1
1034	Northwest University	Northwest University	Eagles	northwestuniversity	Northwest University	Northwest University	0	NULL	Kirkland, WA												0	0	0	61	0	0000-00-00 00:00:00	1
1035	Pacific Lutheran	Pacific Lutheran	Lutes	pacificlutheran	Pacific Lutheran	Pacific Lutheran	0	NULL	Tacoma, WA												0	0	0	62	0	0000-00-00 00:00:00	1
1036	Columbia College	Columbia College	Fighting Koalas	columbiacollege	Columbia College	Columbia College	0	NULL	Columbia, SC												0	0	0	61	0	0000-00-00 00:00:00	1
1037	Morris College	Morris College	Hornets	morriscollege	Morris College	Morris College	0	NULL	Sumter, SC												0	0	0	61	0	0000-00-00 00:00:00	1
1038	Oakwood University	Oakwood University	Ambassadors	oakwooduniversity	Oakwood University	Oakwood University	0	NULL	Huntsville, AL												0	0	0	105	0	0000-00-00 00:00:00	1
1039	Martin Methodist	Martin Methodist	Redhawks	martinmethodist	Martin Methodist	Martin Methodist	0	NULL	Pulaski, TN												0	0	0	61	0	0000-00-00 00:00:00	1
1040	Washington & Lee	Washington & Lee	Generals	washingtonlee	Washington & Lee	Washington & Lee	0	NULL	Lexington, VA												0	0	0	62	0	0000-00-00 00:00:00	1
1041	Greensboro College	Greensboro College	The Pride	greensborocollege	Greensboro College	Greensboro College	0	NULL	Greensboro, NC												0	0	0	62	0	0000-00-00 00:00:00	1
1042	FDU-Florham	FDU-Florham	Devils	fdu-florham	FDU-Florham	FDU-Florham	0	NULL	Madison, NJ												0	0	0	62	0	0000-00-00 00:00:00	1
1043	Bryan College	Bryan College	Lions	bryancollege	Bryan College	Bryan College	0	NULL	Dayton, TN												0	0	0	61	0	0000-00-00 00:00:00	1
1044	Pomona-Pitzer	Pomona-Pitzer	Sagehens	pomona-pitzer	Pomona-Pitzer	Pomona-Pitzer	0	NULL	Claremont, CA												0	0	0	62	0	0000-00-00 00:00:00	1
1045	Lyndon State	Lyndon State	Hornets	lyndonstate	Lyndon State	Lyndon State	0	NULL	Lyndonville, VT												0	0	0	62	0	0000-00-00 00:00:00	1
1046	Cardinal Stritch	Cardinal Stritch	Wolves	cardinalstritch	Cardinal Stritch	Cardinal Stritch	0	NULL	Milwaukee, WI												0	0	0	61	0	0000-00-00 00:00:00	1
1047	Toccoa Falls	Toccoa Falls	Eagles	toccoafalls	Toccoa Falls	Toccoa Falls	0	NULL	Toccoa Falls, GA												0	0	0	138	0	0000-00-00 00:00:00	1
1048	Philadelphia Phillies	Philadelphia Phillies		philadelphiaphillies	Philadelphia Phillies	Philadelphia Phillies	0	NULL	Philadelphia, PA												0	0	0	105	0	0000-00-00 00:00:00	1
1049	Our Lady of the Lake	Our Lady of the Lake	Saints	ourladyofthelake	Our Lady of the Lake	Our Lady of the Lake	0	NULL	San Antonio, TX												0	0	0	61	0	0000-00-00 00:00:00	1
1050	Cal-Maritime	Cal-Maritime	Keelhaulers	calmaritime	Cal-Maritime	Cal-Maritime	0	NULL	Vallejo, CA												0	0	0	61	0	0000-00-00 00:00:00	1
1051	Greenville College	Greenville College	Panthers	greenvillecollege	Greenville College	Greenville College	0	NULL	Greenville, IL												0	0	0	138	0	0000-00-00 00:00:00	1
1052	William Woods	William Woods	Owls	williamwoods	William Woods	William Woods	0	NULL	Chicago, IL												0	0	0	61	0	0000-00-00 00:00:00	1
1053	Judson	Judson	Eagles	judson	Judson	Judson	0	NULL	Elgin, IL 												0	0	0	61	0	0000-00-00 00:00:00	1
1054	Xavier University (LA)	Xavier University (LA)	Gold Rush	xavieruniversityla	Xavier University (LA)	Xavier University (LA)	0	NULL	New Orleans, LA												0	0	0	61	0	0000-00-00 00:00:00	1
1055	Fredonia State	Fredonia State	Blue Devils	fredoniastate	Fredonia State	Fredonia State	0	NULL	Fredonia, NY												0	0	0	62	0	0000-00-00 00:00:00	1
1056	The College of New Jersey	The College of New Jersey	Lions	thecollegeofnewjersey	The College of New Jersey	The College of New Jersey	0	NULL	Ewing, NJ												0	0	0	62	0	0000-00-00 00:00:00	1
1057	Cedarville	Cedarville	Yellow Jackets	cedarville	Cedarville	Cedarville	0	NULL	Cedarville, OH												0	0	0	61	0	0000-00-00 00:00:00	1
1058	North Carolina Wesleyan	North Carolina Wesleyan	Battling Bishops	northcarolinawesleyan	North Carolina Wesleyan	North Carolina Wesleyan	0	NULL	Rocky Mount, NC												0	0	0	51	0	0000-00-00 00:00:00	1
